play,shooter,goalie,shooterTeamScore,goalieTeamScore,shooterHomeAway,period,time,x,y,shotType,manAdvantageDiff
SHOT,8476875,8471239,2,4,away,2,2353,31.0,30.0,Slap Shot,0
GOAL,8475792,8471239,2,4,away,2,2392,67.0,-14.0,Snap Shot,0
GOAL,8477346,8471239,3,4,away,3,2430,49.0,-27.0,Slap Shot,0
SHOT,8477425,8475683,4,4,home,3,2448,31.0,0.0,Tip-In,0
SHOT,8471873,8471239,4,4,away,3,2585,63.0,7.0,Slap Shot,0
SHOT,8479404,8471239,4,4,away,3,2686,65.0,-24.0,Snap Shot,0
SHOT,8476941,8475683,4,4,home,3,2809,73.0,29.0,Slap Shot,0
GOAL,8478569,8471239,4,4,away,3,2850,73.0,0.0,Tip-In,0
SHOT,8476389,8471239,5,4,away,3,2910,80.0,9.0,Tip-In,0
SHOT,8478366,8471239,5,4,away,3,2937,79.0,5.0,Backhand,0
SHOT,8476923,8475683,4,5,home,3,3030,6.0,-16.0,Slap Shot,-1
SHOT,8476389,8471239,5,4,away,3,3077,62.0,4.0,Backhand,0
SHOT,8476389,8471239,5,4,away,3,3088,63.0,4.0,Wrist Shot,0
SHOT,8476389,8471239,5,4,away,3,3301,61.0,17.0,Wrist Shot,0
SHOT,8476875,8471239,5,4,away,3,3331,64.0,25.0,Wrist Shot,0
GOAL,8474149,8471239,5,4,away,3,3332,84.0,-2.0,Backhand,0
SHOT,8476875,8471239,6,4,away,3,3416,31.0,-38.0,Snap Shot,-1
SHOT,8478843,8471239,6,4,away,3,3471,65.0,20.0,Snap Shot,-1
SHOT,8475151,8475683,4,6,home,3,3512,50.0,28.0,Slap Shot,1
SHOT,8476459,8478406,0,0,away,1,25,62.0,29.0,Snap Shot,0
SHOT,8475855,8478406,0,0,away,1,61,61.0,3.0,Tip-In,0
SHOT,8477509,8480382,0,0,home,1,132,0.0,30.0,Snap Shot,0
SHOT,8475791,8480382,0,0,home,1,209,60.0,34.0,Wrist Shot,1
SHOT,8474056,8480382,0,0,home,1,272,29.0,-4.0,Slap Shot,1
SHOT,8477355,8480382,0,0,home,1,323,55.0,14.0,Snap Shot,0
SHOT,8476869,8478406,0,0,away,1,361,39.0,-17.0,Slap Shot,0
GOAL,8477950,8478406,0,0,away,1,362,80.0,-1.0,Wrist Shot,0
SHOT,8476399,8480382,0,1,home,1,439,50.0,24.0,Wrist Shot,0
SHOT,8476885,8478406,1,0,away,1,518,40.0,26.0,Slap Shot,0
SHOT,8474190,8480382,0,1,home,1,575,58.0,30.0,Snap Shot,0
SHOT,8476885,8478406,1,0,away,1,652,47.0,17.0,Snap Shot,0
SHOT,8474056,8480382,0,1,home,1,695,42.0,0.0,Slap Shot,0
SHOT,8474056,8480382,0,1,home,1,708,-55.0,1.0,Snap Shot,0
GOAL,8476399,8480382,0,1,home,1,778,59.0,-9.0,Snap Shot,0
SHOT,8476885,8478406,1,1,away,1,806,34.0,19.0,Slap Shot,0
SHOT,8475151,8480382,1,1,home,1,852,83.0,-17.0,Snap Shot,0
SHOT,8479323,8478406,1,1,away,1,968,50.0,-16.0,Wrist Shot,1
SHOT,8475151,8480382,1,1,home,1,1037,66.0,-16.0,Snap Shot,1
SHOT,8475222,8480382,1,1,home,1,1057,45.0,2.0,Snap Shot,1
SHOT,8476885,8478406,1,1,away,1,1077,48.0,-21.0,Snap Shot,0
SHOT,8474056,8480382,1,1,home,1,1096,39.0,-10.0,Snap Shot,0
SHOT,8481559,8480382,1,1,home,1,1117,52.0,16.0,Wrist Shot,0
SHOT,8476459,8478406,1,1,away,1,1191,56.0,28.0,Snap Shot,0
SHOT,8474190,8480382,1,1,home,2,1217,84.0,7.0,Snap Shot,0
SHOT,8479353,8478406,1,1,away,2,1287,85.0,-7.0,Wrap-around,0
GOAL,8475151,8480382,1,1,home,2,1338,75.0,14.0,Wrist Shot,1
SHOT,8474230,8478406,1,2,away,2,1371,86.0,-23.0,Wrist Shot,0
SHOT,8474056,8480382,2,1,home,2,1487,46.0,-13.0,Slap Shot,1
SHOT,8479407,8480382,2,1,home,2,1516,63.0,30.0,Snap Shot,0
SHOT,8475184,8478406,1,2,away,2,1531,57.0,-2.0,Snap Shot,0
SHOT,8475184,8478406,1,2,away,2,1580,53.0,19.0,Snap Shot,0
SHOT,8481554,8478406,1,2,away,2,1593,69.0,-14.0,Snap Shot,0
SHOT,8476459,8478406,1,2,away,2,1668,61.0,31.0,Wrist Shot,1
SHOT,8476459,8478406,1,2,away,2,1677,70.0,25.0,Snap Shot,1
SHOT,8476459,8478406,1,2,away,2,1688,61.0,29.0,Slap Shot,1
SHOT,8475151,8480382,2,1,home,2,1778,55.0,21.0,Snap Shot,0
SHOT,8477402,8478406,1,2,away,2,1829,54.0,-22.0,Wrist Shot,0
GOAL,8477425,8480382,2,1,home,2,1945,77.0,1.0,Tip-In,0
SHOT,8476885,8478406,1,3,away,2,1980,-11.0,-25.0,Snap Shot,0
SHOT,8477402,8478406,1,3,away,2,2086,68.0,5.0,Wrist Shot,1
SHOT,8478401,8480382,3,1,home,2,2140,77.0,9.0,Backhand,-1
SHOT,8476458,8478406,1,3,away,2,2188,76.0,4.0,Tip-In,1
SHOT,8477950,8478406,1,3,away,2,2208,54.0,-18.0,Wrist Shot,0
SHOT,8478550,8478406,1,3,away,2,2257,63.0,30.0,Wrist Shot,0
SHOT,8475791,8480382,3,1,home,2,2282,54.0,-1.0,Wrist Shot,0
SHOT,8474190,8480382,3,1,home,2,2355,49.0,20.0,Snap Shot,0
SHOT,8479333,8478406,1,3,away,2,2397,67.0,-15.0,Backhand,0
SHOT,8476459,8478406,1,3,away,3,2453,68.0,9.0,Snap Shot,0
GOAL,8475855,8478406,1,3,away,3,2542,83.0,9.0,Snap Shot,0
SHOT,8475151,8480382,3,2,home,3,2666,68.0,0.0,Tip-In,1
SHOT,8481559,8480382,3,2,home,3,2676,57.0,-14.0,Wrist Shot,1
SHOT,8474056,8480382,3,2,home,3,2720,29.0,-11.0,Wrist Shot,1
SHOT,8477038,8480382,3,2,home,3,2749,57.0,-6.0,Snap Shot,1
SHOT,8476458,8478406,2,3,away,3,2802,69.0,0.0,Snap Shot,0
SHOT,8478550,8478406,2,3,away,3,2879,59.0,-16.0,Snap Shot,1
SHOT,8474056,8480382,3,2,home,3,2942,-88.0,-10.0,Wrist Shot,-1
SHOT,8474056,8480382,3,2,home,3,2968,41.0,27.0,Slap Shot,0
SHOT,8475791,8480382,3,2,home,3,2992,57.0,19.0,Wrist Shot,0
SHOT,8475791,8480382,3,2,home,3,3026,59.0,25.0,Snap Shot,1
SHOT,8475222,8480382,3,2,home,3,3066,39.0,-7.0,Slap Shot,1
SHOT,8475222,8480382,3,2,home,3,3075,41.0,-9.0,Slap Shot,1
GOAL,8477038,8480382,3,2,home,3,3141,62.0,19.0,Wrist Shot,0
SHOT,8471233,8480382,4,2,home,3,3199,72.0,-5.0,Wrist Shot,0
SHOT,8474190,8480382,4,2,home,3,3226,52.0,22.0,Wrist Shot,0
SHOT,8475735,8478406,2,4,away,3,3301,63.0,-19.0,Snap Shot,0
SHOT,8481554,8478406,2,4,away,3,3361,69.0,19.0,Backhand,0
SHOT,8477425,8480382,5,2,home,3,3591,55.0,14.0,Wrist Shot,0
SHOT,8480012,8478406,0,0,away,1,162,69.0,23.0,Wrist Shot,1
SHOT,8474291,8478406,0,0,away,1,228,70.0,7.0,Snap Shot,0
SHOT,8474291,8478406,0,0,away,1,233,81.0,-4.0,Snap Shot,0
SHOT,8476468,8478406,0,0,away,1,259,69.0,11.0,Snap Shot,0
SHOT,8475791,8477967,0,0,home,1,409,74.0,6.0,Snap Shot,0
SHOT,8476399,8477967,0,0,home,1,426,43.0,9.0,Snap Shot,0
SHOT,8476399,8477967,0,0,home,1,728,80.0,-14.0,Snap Shot,0
SHOT,8474190,8477967,0,0,home,1,746,50.0,31.0,Snap Shot,0
SHOT,8475791,8477967,0,0,home,1,788,53.0,22.0,Wrist Shot,1
SHOT,8475151,8477967,0,0,home,1,814,52.0,-3.0,Snap Shot,1
GOAL,8481559,8477967,0,0,home,1,848,72.0,-16.0,Wrist Shot,1
SHOT,8474190,8477967,1,0,home,1,885,34.0,-6.0,Snap Shot,0
SHOT,8477500,8478406,0,1,away,1,1015,83.0,-8.0,Snap Shot,0
SHOT,8471303,8478406,0,1,away,1,1064,52.0,-21.0,Wrist Shot,0
SHOT,8478444,8478406,0,1,away,2,1273,53.0,-16.0,Snap Shot,1
SHOT,8475907,8478406,0,1,away,2,1325,70.0,18.0,Snap Shot,0
SHOT,8477401,8477967,1,0,home,2,1343,57.0,17.0,Snap Shot,0
SHOT,8475222,8477967,1,0,home,2,1389,35.0,21.0,Slap Shot,1
SHOT,8474190,8477967,1,0,home,2,1429,78.0,-6.0,Snap Shot,1
SHOT,8474056,8477967,1,0,home,2,1470,49.0,8.0,Slap Shot,1
SHOT,8476468,8478406,0,1,away,2,1594,65.0,37.0,Snap Shot,1
SHOT,8478444,8478406,0,1,away,2,1630,63.0,32.0,Wrist Shot,1
SHOT,8474190,8477967,1,0,home,2,1759,76.0,1.0,Snap Shot,0
SHOT,8476871,8478406,0,1,away,2,1772,78.0,-27.0,Snap Shot,0
SHOT,8476807,8477967,1,0,home,2,1842,81.0,3.0,Backhand,0
SHOT,8474818,8478406,0,1,away,2,1856,-60.0,32.0,Slap Shot,-1
SHOT,8475791,8477967,1,0,home,2,1916,56.0,29.0,Slap Shot,1
SHOT,8474190,8477967,1,0,home,2,1922,79.0,3.0,Snap Shot,1
SHOT,8477425,8477967,1,0,home,2,1967,80.0,-18.0,Wrist Shot,0
SHOT,8471303,8478406,0,1,away,2,1976,69.0,2.0,Snap Shot,0
SHOT,8476399,8477967,1,0,home,2,2110,80.0,3.0,Backhand,-1
SHOT,8480012,8478406,0,1,away,2,2138,47.0,-3.0,Wrist Shot,1
SHOT,8477500,8478406,0,1,away,2,2143,79.0,3.0,Snap Shot,1
SHOT,8477500,8478406,0,1,away,2,2193,52.0,19.0,Slap Shot,1
SHOT,8478444,8478406,0,1,away,2,2217,74.0,-12.0,Snap Shot,1
SHOT,8474574,8478406,0,1,away,2,2316,54.0,-22.0,Slap Shot,0
SHOT,8475690,8478406,0,1,away,2,2341,77.0,-26.0,Snap Shot,0
SHOT,8471303,8478406,0,1,away,2,2386,46.0,26.0,Slap Shot,0
SHOT,8475791,8477967,1,0,home,3,2424,48.0,-18.0,Wrist Shot,0
SHOT,8478401,8477967,1,0,home,3,2488,73.0,-24.0,Snap Shot,0
SHOT,8478401,8477967,1,0,home,3,2493,80.0,10.0,Snap Shot,0
SHOT,8474818,8478406,0,1,away,3,2525,37.0,-23.0,Slap Shot,0
SHOT,8476871,8478406,0,1,away,3,2875,54.0,-30.0,Wrist Shot,0
SHOT,8476399,8477967,1,0,home,3,3017,-61.0,-2.0,Backhand,-1
SHOT,8476468,8478406,0,1,away,3,3039,74.0,-24.0,Snap Shot,1
SHOT,8478401,8477967,1,0,home,3,3053,74.0,7.0,Snap Shot,-1
SHOT,8474574,8478406,0,1,away,3,3286,84.0,7.0,Snap Shot,0
SHOT,8474190,8477967,1,0,home,3,3355,44.0,-14.0,Wrist Shot,0
SHOT,8471303,8478406,0,1,away,3,3556,37.0,29.0,Wrist Shot,0
SHOT,8480950,8478406,0,0,away,1,98,41.0,31.0,Snap Shot,0
SHOT,8479291,8477293,0,0,home,1,184,60.0,16.0,Snap Shot,0
SHOT,8476399,8477293,0,0,home,1,246,70.0,1.0,Tip-In,0
SHOT,8476923,8477293,0,0,home,1,262,42.0,13.0,Snap Shot,0
SHOT,8475791,8477293,0,0,home,1,274,72.0,28.0,Wrist Shot,0
SHOT,8481559,8477293,0,0,home,1,332,78.0,-1.0,Backhand,0
SHOT,8477038,8477293,0,0,home,1,337,66.0,-11.0,Tip-In,0
SHOT,8473548,8478406,0,0,away,1,414,60.0,-23.0,Wrist Shot,0
SHOT,8475151,8477293,0,0,home,1,493,45.0,8.0,Slap Shot,0
SHOT,8477951,8478406,0,0,away,1,557,46.0,29.0,Snap Shot,0
SHOT,8478401,8477293,0,0,home,1,588,71.0,0.0,Tip-In,0
SHOT,8474190,8477293,0,0,home,1,661,60.0,-5.0,Snap Shot,0
SHOT,8479291,8477293,0,0,home,1,707,46.0,20.0,Slap Shot,0
SHOT,8478856,8478406,0,0,away,1,786,73.0,28.0,Wrist Shot,0
SHOT,8477989,8478406,0,0,away,1,834,58.0,21.0,Wrist Shot,0
SHOT,8472382,8477293,0,0,home,1,846,59.0,27.0,Wrist Shot,-1
GOAL,8475222,8477293,0,0,home,1,989,79.0,24.0,Snap Shot,0
SHOT,8479291,8477293,1,0,home,1,1017,50.0,18.0,Snap Shot,0
SHOT,8481559,8477293,1,0,home,1,1068,74.0,-22.0,Slap Shot,1
SHOT,8475791,8477293,1,0,home,1,1088,53.0,19.0,Snap Shot,1
GOAL,8481559,8477293,1,0,home,1,1106,70.0,-16.0,Snap Shot,1
GOAL,8477951,8478406,0,2,away,1,1183,62.0,0.0,Wrist Shot,0
SHOT,8475791,8477293,2,1,home,2,1296,54.0,-15.0,Wrist Shot,1
SHOT,8474190,8477293,2,1,home,2,1302,83.0,-10.0,Wrist Shot,1
SHOT,8475791,8477293,2,1,home,2,1308,69.0,-19.0,Wrist Shot,1
GOAL,8473546,8478406,1,2,away,2,1321,70.0,-2.0,Backhand,-1
SHOT,8478401,8477293,2,2,home,2,1342,64.0,30.0,Slap Shot,1
SHOT,8475151,8477293,2,2,home,2,1553,73.0,13.0,Snap Shot,0
SHOT,8479343,8478406,2,2,away,2,1590,68.0,-18.0,Wrist Shot,0
SHOT,8478401,8477293,2,2,home,2,1730,74.0,31.0,Slap Shot,0
GOAL,8478401,8477293,2,2,home,2,1987,59.0,-12.0,Wrist Shot,0
SHOT,8478474,8478406,2,3,away,2,2001,60.0,32.0,Snap Shot,0
SHOT,8478432,8478406,2,3,away,2,2009,75.0,-15.0,Snap Shot,0
GOAL,8475171,8478406,2,3,away,2,2018,62.0,29.0,Snap Shot,0
SHOT,8474056,8477293,3,3,home,2,2267,39.0,22.0,Wrist Shot,0
GOAL,8480849,8478406,3,3,away,3,2505,79.0,-1.0,Tip-In,0
SHOT,8478432,8478406,4,3,away,3,2543,-39.0,22.0,Wrist Shot,0
SHOT,8474056,8477293,3,4,home,3,2617,38.0,-23.0,Slap Shot,0
SHOT,8475222,8477293,3,4,home,3,2682,41.0,-1.0,Wrist Shot,0
SHOT,8479291,8477293,3,4,home,3,2773,66.0,1.0,Tip-In,0
SHOT,8471233,8477293,3,4,home,3,2796,76.0,-13.0,Snap Shot,0
SHOT,8475171,8478406,4,3,away,3,2904,51.0,29.0,Wrist Shot,0
SHOT,8477038,8477293,3,4,home,3,3000,40.0,-18.0,Slap Shot,0
SHOT,8481559,8477293,3,4,home,3,3138,59.0,-16.0,Slap Shot,1
SHOT,8474190,8477293,3,4,home,3,3148,73.0,8.0,Tip-In,1
SHOT,8474190,8477293,3,4,home,3,3158,73.0,1.0,Snap Shot,1
SHOT,8474190,8477293,3,4,home,3,3171,63.0,8.0,Tip-In,1
SHOT,8480950,8478406,4,3,away,3,3236,4.0,22.0,Wrist Shot,0
SHOT,8476807,8477293,3,4,home,3,3400,54.0,-21.0,Slap Shot,0
SHOT,8479345,8478406,5,3,away,3,3537,47.0,-22.0,Slap Shot,0
SHOT,8477401,8477293,3,5,home,3,3587,59.0,-17.0,Wrist Shot,0
SHOT,8475791,8470147,0,0,home,1,69,53.0,27.0,Snap Shot,1
GOAL,8475151,8470147,0,0,home,1,70,78.0,2.0,Snap Shot,1
SHOT,8476975,8471239,0,1,away,1,162,83.0,-6.0,Backhand,0
SHOT,8470601,8471239,0,1,away,1,255,41.0,0.0,Snap Shot,0
SHOT,8478472,8471239,0,1,away,1,275,51.0,25.0,Snap Shot,0
SHOT,8477409,8471239,0,1,away,1,324,82.0,4.0,Backhand,0
SHOT,8474568,8471239,0,1,away,1,332,44.0,19.0,Slap Shot,0
SHOT,8470601,8471239,0,1,away,1,424,36.0,0.0,Slap Shot,-1
SHOT,8478401,8470147,1,0,home,1,449,52.0,2.0,Snap Shot,1
SHOT,8478401,8470147,1,0,home,1,494,76.0,0.0,Wrist Shot,1
SHOT,8479407,8470147,1,0,home,1,502,79.0,-5.0,Wrist Shot,0
SHOT,8474564,8471239,0,1,away,1,526,39.0,34.0,Wrist Shot,0
GOAL,8476292,8471239,0,1,away,1,568,66.0,17.0,Snap Shot,0
SHOT,8477425,8470147,1,1,home,1,606,68.0,9.0,Snap Shot,0
SHOT,8475222,8470147,1,1,home,1,633,68.0,-33.0,Slap Shot,0
SHOT,8474190,8470147,1,1,home,1,721,53.0,26.0,Wrist Shot,0
SHOT,8474056,8470147,1,1,home,1,817,78.0,-24.0,Snap Shot,0
SHOT,8479291,8470147,1,1,home,1,899,55.0,13.0,Wrist Shot,0
SHOT,8475222,8470147,1,1,home,1,950,-86.0,16.0,Wrist Shot,-1
GOAL,8473986,8471239,1,1,away,1,1035,58.0,13.0,Wrist Shot,1
SHOT,8475151,8470147,1,2,home,2,1220,68.0,7.0,Wrist Shot,0
SHOT,8474031,8471239,2,1,away,2,1264,66.0,-31.0,Snap Shot,0
SHOT,8474056,8470147,1,2,home,2,1321,36.0,31.0,Slap Shot,0
SHOT,8474190,8470147,1,2,home,2,1352,63.0,35.0,Snap Shot,0
SHOT,8479410,8471239,2,1,away,2,1385,33.0,23.0,Wrist Shot,0
SHOT,8477401,8470147,1,2,home,2,1394,-63.0,34.0,Snap Shot,0
SHOT,8475222,8470147,1,2,home,2,1463,34.0,2.0,Wrist Shot,1
SHOT,8480002,8470147,1,2,home,2,1544,56.0,-21.0,Slap Shot,1
SHOT,8478401,8470147,1,2,home,2,1565,70.0,0.0,Tip-In,1
SHOT,8480002,8470147,1,2,home,2,1565,83.0,-5.0,Snap Shot,1
GOAL,8479407,8470147,1,2,home,2,1565,70.0,12.0,Snap Shot,1
SHOT,8476453,8471239,2,2,away,2,1596,60.0,-17.0,Snap Shot,-1
SHOT,8476292,8471239,2,2,away,2,1648,73.0,-8.0,Backhand,-1
GOAL,8478010,8471239,2,2,away,2,1908,83.0,11.0,Snap Shot,-1
GOAL,8475151,8470147,2,3,home,2,1937,75.0,-7.0,Tip-In,1
SHOT,8477401,8470147,3,3,home,2,1967,48.0,25.0,Snap Shot,1
SHOT,8479291,8470147,3,3,home,2,1981,81.0,7.0,Tip-In,1
GOAL,8479407,8470147,3,3,home,2,1996,42.0,-20.0,Wrist Shot,1
SHOT,8474564,8471239,3,4,away,2,2007,67.0,20.0,Backhand,-1
SHOT,8474190,8470147,4,3,home,2,2065,83.0,-4.0,Tip-In,2
SHOT,8479410,8471239,3,4,away,2,2138,64.0,2.0,Wrist Shot,-1
SHOT,8476399,8470147,4,3,home,2,2344,51.0,19.0,Wrist Shot,1
SHOT,8474564,8471239,3,4,away,3,2458,58.0,2.0,Snap Shot,-1
SHOT,8474190,8470147,4,3,home,3,2467,56.0,-28.0,Wrist Shot,1
GOAL,8475222,8470147,4,3,home,3,2473,75.0,-1.0,Backhand,1
SHOT,8477401,8470147,5,3,home,3,2520,66.0,25.0,Snap Shot,1
GOAL,8478519,8471239,3,5,away,3,2565,76.0,1.0,Tip-In,-1
SHOT,8479407,8470147,5,4,home,3,2617,52.0,23.0,Snap Shot,1
SHOT,8480002,8470147,5,4,home,3,2619,72.0,-10.0,Snap Shot,1
SHOT,8480002,8470147,5,4,home,3,2620,73.0,-6.0,Snap Shot,1
SHOT,8475151,8470147,5,4,home,3,2626,83.0,-6.0,Snap Shot,1
SHOT,8475151,8470147,5,4,home,3,2627,80.0,-7.0,Snap Shot,1
SHOT,8480172,8471239,4,5,away,3,2653,14.0,2.0,Snap Shot,-1
SHOT,8481559,8470147,5,4,home,3,2662,82.0,-17.0,Snap Shot,1
SHOT,8472382,8470147,5,4,home,3,2830,81.0,0.0,Wrist Shot,1
SHOT,8475151,8470147,5,4,home,3,2837,71.0,22.0,Snap Shot,1
SHOT,8475151,8470147,5,4,home,3,2843,83.0,10.0,Snap Shot,1
GOAL,8478472,8471239,4,5,away,3,2865,71.0,-3.0,Wrist Shot,-1
SHOT,8474190,8470147,5,5,home,3,3084,73.0,-34.0,Wrist Shot,1
SHOT,8476399,8470147,5,5,home,3,3123,29.0,-11.0,Wrist Shot,1
SHOT,8479407,8470147,5,5,home,3,3150,59.0,-7.0,Wrist Shot,1
GOAL,8476292,8471239,5,5,away,3,3363,59.0,14.0,Wrist Shot,-1
GOAL,8475151,8470147,5,6,home,3,3592,77.0,0.0,Backhand,1
SHOT,8476292,8471239,6,6,away,4,3675,47.0,2.0,Snap Shot,-1
GOAL,8474870,8471239,6,6,away,4,3676,61.0,-1.0,Wrist Shot,-1
SHOT,8477948,8478406,0,0,away,1,88,57.0,-20.0,Wrist Shot,0
SHOT,8479358,8478406,0,0,away,1,115,83.0,30.0,Backhand,0
SHOT,8476906,8478406,0,0,away,1,163,39.0,-17.0,Snap Shot,0
SHOT,8479424,8478406,0,0,away,1,297,75.0,-11.0,Snap Shot,0
SHOT,8476807,8479394,0,0,home,1,316,44.0,-12.0,Snap Shot,0
SHOT,8478500,8478406,0,0,away,1,326,-89.0,-10.0,Snap Shot,-1
GOAL,8474190,8479394,0,0,home,1,384,80.0,-5.0,Wrist Shot,1
SHOT,8478067,8478406,0,1,away,1,517,74.0,-11.0,Snap Shot,0
SHOT,8471233,8479394,1,0,home,1,529,81.0,-6.0,Tip-In,0
SHOT,8477355,8479394,1,0,home,1,597,46.0,-1.0,Wrist Shot,0
GOAL,8478067,8478406,0,1,away,1,639,75.0,-16.0,Snap Shot,0
SHOT,8476923,8479394,1,1,home,1,680,80.0,0.0,Wrist Shot,0
SHOT,8476906,8478406,1,1,away,1,727,53.0,-19.0,Snap Shot,1
SHOT,8475763,8478406,1,1,away,1,831,69.0,-22.0,Snap Shot,1
SHOT,8476399,8479394,1,1,home,1,1111,86.0,-4.0,Wrist Shot,0
SHOT,8474037,8478406,1,1,away,1,1139,54.0,5.0,Wrist Shot,0
SHOT,8476807,8479394,1,1,home,2,1339,56.0,26.0,Wrist Shot,0
SHOT,8477401,8479394,1,1,home,2,1394,62.0,-17.0,Wrist Shot,0
SHOT,8474027,8478406,1,1,away,2,1416,57.0,30.0,Wrist Shot,0
SHOT,8481559,8479394,1,1,home,2,1473,58.0,17.0,Wrist Shot,0
SHOT,8474056,8479394,1,1,home,2,1611,49.0,-21.0,Slap Shot,1
GOAL,8476461,8478406,1,1,away,2,1646,45.0,-14.0,Slap Shot,-1
SHOT,8473512,8478406,2,1,away,2,1769,40.0,23.0,Snap Shot,-1
SHOT,8477355,8479394,1,2,home,2,1860,39.0,0.0,Snap Shot,0
SHOT,8478401,8479394,1,2,home,2,1860,81.0,7.0,Snap Shot,0
SHOT,8478500,8478406,2,1,away,2,1894,35.0,20.0,Snap Shot,0
SHOT,8477948,8478406,2,1,away,2,1898,41.0,-12.0,Slap Shot,0
GOAL,8475222,8479394,1,2,home,2,2068,54.0,1.0,Wrist Shot,2
SHOT,8471702,8478406,2,2,away,2,2107,84.0,-17.0,Wrist Shot,-1
SHOT,8478439,8478406,2,2,away,2,2270,62.0,-15.0,Snap Shot,-1
SHOT,8479358,8478406,2,2,away,2,2310,49.0,29.0,Snap Shot,-1
SHOT,8478067,8478406,2,2,away,2,2400,32.0,-6.0,Slap Shot,-1
SHOT,8477290,8478406,2,2,away,3,2501,53.0,-14.0,Wrist Shot,-1
SHOT,8475791,8479394,2,2,home,3,2513,56.0,28.0,Wrist Shot,1
SHOT,8480797,8478406,2,2,away,3,2525,49.0,-9.0,Wrist Shot,-1
SHOT,8474056,8479394,2,2,home,3,2637,40.0,15.0,Wrist Shot,1
SHOT,8476399,8479394,2,2,home,3,2639,70.0,1.0,Snap Shot,1
SHOT,8475763,8478406,2,2,away,3,2701,42.0,30.0,Snap Shot,-1
SHOT,8475151,8479394,2,2,home,3,2750,55.0,-18.0,Wrist Shot,1
SHOT,8474161,8478406,2,2,away,3,2942,47.0,22.0,Snap Shot,-1
SHOT,8480002,8479394,2,2,home,3,2973,49.0,10.0,Wrist Shot,1
SHOT,8478439,8478406,2,2,away,3,2987,58.0,0.0,Wrist Shot,-1
GOAL,8475791,8479394,2,2,home,3,2998,79.0,4.0,Snap Shot,1
SHOT,8480002,8479394,3,2,home,3,3020,48.0,-7.0,Wrist Shot,1
SHOT,8474161,8478406,2,3,away,3,3037,69.0,-7.0,Backhand,-1
GOAL,8480797,8478406,2,3,away,3,3089,55.0,-2.0,Wrist Shot,-1
SHOT,8480002,8479394,3,3,home,3,3128,61.0,26.0,Wrist Shot,1
SHOT,8478439,8478406,3,3,away,3,3500,59.0,38.0,Wrist Shot,-1
SHOT,8472382,8479394,3,3,home,3,3540,36.0,31.0,Wrist Shot,1
SHOT,8471233,8479394,3,3,home,3,3561,63.0,38.0,Backhand,1
SHOT,8476923,8479394,3,3,home,3,3564,40.0,25.0,Slap Shot,1
SHOT,8476461,8478406,3,3,away,4,3696,60.0,28.0,Wrist Shot,-1
SHOT,8480797,8478406,3,3,away,4,3718,69.0,0.0,Snap Shot,-1
SHOT,8480002,8479394,3,3,home,4,3746,79.0,9.0,Wrist Shot,1
SHOT,8474056,8479394,3,3,home,4,3753,57.0,-6.0,Snap Shot,1
SHOT,8473512,8478406,3,3,away,4,3772,54.0,-18.0,Wrist Shot,-1
SHOT,8473512,8478406,3,3,away,4,3899,63.0,-16.0,Wrist Shot,-1
SHOT,8476958,8478406,0,0,home,1,31,48.0,-35.0,Slap Shot,0
SHOT,8481559,8473503,0,0,away,1,52,69.0,18.0,Wrist Shot,0
SHOT,8477488,8478406,0,0,home,1,247,61.0,-27.0,Slap Shot,0
SHOT,8474056,8473503,0,0,away,1,279,18.0,-33.0,Snap Shot,0
SHOT,8474056,8473503,0,0,away,1,309,56.0,24.0,Wrist Shot,0
SHOT,8479291,8473503,0,0,away,1,340,78.0,4.0,Snap Shot,0
SHOT,8476462,8478406,0,0,home,1,369,59.0,-36.0,Snap Shot,0
SHOT,8476882,8478406,0,0,home,1,415,69.0,1.0,Deflected,0
GOAL,8477998,8478406,0,0,home,1,475,79.0,1.0,Backhand,0
SHOT,8477845,8478406,1,0,home,1,516,57.0,40.0,Snap Shot,0
SHOT,8478401,8473503,0,1,away,1,660,64.0,35.0,Deflected,0
GOAL,8477425,8473503,0,1,away,1,688,85.0,5.0,Wrist Shot,0
SHOT,8481559,8473503,1,1,away,1,766,63.0,11.0,Snap Shot,0
SHOT,8476882,8478406,1,1,home,1,773,80.0,15.0,Wrist Shot,0
SHOT,8476958,8478406,1,1,home,1,906,63.0,-2.0,Snap Shot,-1
SHOT,8478427,8478406,1,1,home,1,910,78.0,5.0,Tip-In,-1
SHOT,8474581,8478406,1,1,home,1,946,60.0,-15.0,Snap Shot,0
SHOT,8480830,8478406,1,1,home,1,994,79.0,-6.0,Wrist Shot,1
GOAL,8476882,8478406,1,1,home,1,996,78.0,5.0,Wrist Shot,1
SHOT,8478427,8478406,2,1,home,1,1076,66.0,26.0,Snap Shot,1
SHOT,8478427,8478406,2,1,home,1,1083,72.0,26.0,Snap Shot,1
SHOT,8475791,8473503,1,2,away,1,1170,65.0,21.0,Snap Shot,1
GOAL,8481559,8473503,1,2,away,1,1173,87.0,-1.0,Wrist Shot,1
GOAL,8480002,8473503,2,2,away,2,1234,79.0,-8.0,Snap Shot,0
SHOT,8477845,8478406,2,3,home,2,1258,37.0,-36.0,Slap Shot,0
SHOT,8477845,8478406,2,3,home,2,1264,41.0,-21.0,Slap Shot,0
SHOT,8480003,8473503,3,2,away,2,1341,86.0,-9.0,Snap Shot,0
