goalie,period,x,y,shotType,target,goalProb
8478007,3,74.0,10.0,Wrist Shot,0,0.135
8476412,3,-83.0,23.0,Backhand,0,0.024
8478007,4,55.0,15.0,Wrist Shot,1,0.289
8474596,1,17.0,-38.0,Deflected,0,0.018
8474596,1,45.0,0.0,Wrist Shot,0,0.044
8474596,1,84.0,-13.0,Wrist Shot,0,0.081
8474596,1,84.0,-7.0,Wrist Shot,0,0.154
8474596,1,84.0,-8.0,Wrist Shot,0,0.152
8474596,1,67.0,4.0,Tip-In,1,0.168
8471227,1,66.0,11.0,Wrist Shot,0,0.088
8471227,1,79.0,-4.0,Wrist Shot,1,0.167
8471227,1,32.0,-17.0,Slap Shot,0,0.032
8471227,1,40.0,-19.0,Slap Shot,0,0.035
8474596,1,40.0,-16.0,Slap Shot,0,0.036
8474596,1,45.0,-17.0,Wrist Shot,0,0.027
8471227,1,71.0,39.0,Wrist Shot,0,0.026
8471227,1,86.0,-9.0,Wrist Shot,1,0.197
8474596,1,36.0,30.0,Slap Shot,0,0.022
8474596,1,42.0,20.0,Slap Shot,0,0.039
8474596,2,49.0,40.0,Wrist Shot,1,0.017
8474596,2,72.0,15.0,Snap Shot,0,0.145
8474596,2,76.0,-19.0,Wrist Shot,1,0.142
8471227,2,62.0,-11.0,Wrist Shot,0,0.084
8471227,2,36.0,-31.0,Slap Shot,0,0.028
8471227,2,-96.0,-5.0,Wrist Shot,0,0.02
8474596,2,81.0,8.0,Snap Shot,0,0.213
8474596,2,62.0,-11.0,Wrist Shot,0,0.079
8471227,2,53.0,-37.0,Wrist Shot,0,0.027
8471227,2,44.0,26.0,Wrist Shot,0,0.02
8471227,2,42.0,-17.0,Snap Shot,0,0.03
8471227,2,36.0,-4.0,Slap Shot,0,0.037
8471227,2,60.0,37.0,Wrist Shot,0,0.026
8471227,2,66.0,34.0,Backhand,0,0.029
8471227,2,34.0,8.0,Slap Shot,0,0.035
8471227,2,68.0,14.0,Wrist Shot,0,0.101
8471227,2,56.0,29.0,Snap Shot,0,0.035
8474596,2,10.0,-8.0,Wrist Shot,0,0.019
8474596,3,39.0,-28.0,Wrist Shot,0,0.022
8471227,3,53.0,24.0,Wrist Shot,0,0.038
8474596,3,30.0,-15.0,Slap Shot,0,0.028
8471227,3,31.0,-5.0,Slap Shot,0,0.03
8471227,3,87.0,-2.0,Wrist Shot,0,0.366
8471227,3,86.0,-2.0,Wrist Shot,1,0.391
8471227,3,57.0,34.0,Slap Shot,0,0.067
8471227,3,80.0,6.0,Backhand,0,0.159
8471227,3,75.0,0.0,Deflected,0,0.182
8474596,3,34.0,-30.0,Wrist Shot,0,0.02
8474596,3,66.0,35.0,Wrist Shot,0,0.027
8474596,3,-38.0,32.0,Wrist Shot,0,0.014
8474596,3,48.0,-28.0,Wrist Shot,0,0.022
8471227,3,74.0,11.0,Wrist Shot,0,0.141
8471227,3,30.0,-38.0,Wrist Shot,0,0.018
8471227,3,55.0,-29.0,Snap Shot,0,0.033
8474596,3,4.0,-29.0,Wrist Shot,0,0.018
8471227,4,61.0,0.0,Wrist Shot,1,0.089
8476412,1,69.0,-18.0,Wrist Shot,0,0.079
8476412,1,80.0,-8.0,Wrist Shot,0,0.185
8476412,1,72.0,-1.0,Deflected,0,0.146
8476412,1,88.0,6.0,Wrist Shot,0,0.169
8474593,1,39.0,-32.0,Wrist Shot,0,0.02
8474593,1,88.0,-5.0,Wrist Shot,0,0.154
8474593,1,62.0,-30.0,Snap Shot,0,0.042
8476412,1,36.0,-33.0,Wrist Shot,0,0.019
8476412,1,77.0,1.0,Wrist Shot,0,0.177
8476412,1,84.0,-6.0,Wrist Shot,0,0.18
8476412,1,70.0,29.0,Wrist Shot,0,0.042
8474593,1,35.0,3.0,Wrist Shot,0,0.027
8474593,1,37.0,5.0,Wrist Shot,0,0.035
8476412,1,37.0,-23.0,Slap Shot,0,0.047
8474593,1,-64.0,32.0,Backhand,0,0.014
8476412,1,62.0,-20.0,Wrist Shot,0,0.093
8476412,1,86.0,-13.0,Backhand,0,0.074
8476412,1,35.0,-24.0,Snap Shot,0,0.027
8476412,2,57.0,18.0,Wrist Shot,0,0.057
8474593,2,81.0,7.0,Wrist Shot,0,0.165
8474593,2,60.0,28.0,Wrist Shot,0,0.031
8474593,2,78.0,1.0,Wrist Shot,1,0.177
8476412,2,69.0,-18.0,Wrist Shot,0,0.079
8476412,2,59.0,-22.0,Snap Shot,0,0.084
8476412,2,69.0,17.0,Snap Shot,0,0.131
8476412,2,35.0,17.0,Wrist Shot,0,0.037
8476412,2,64.0,-17.0,Backhand,0,0.078
8476412,2,80.0,21.0,Wrist Shot,0,0.067
8476412,2,57.0,31.0,Wrist Shot,0,0.02
8474593,2,42.0,0.0,Wrist Shot,0,0.044
8474593,2,78.0,-9.0,Snap Shot,0,0.179
8476412,2,73.0,18.0,Backhand,0,0.1
8474593,2,67.0,14.0,Wrist Shot,0,0.085
8476412,2,85.0,-6.0,Backhand,0,0.153
8476412,2,86.0,-4.0,Wrist Shot,0,0.209
8476412,2,85.0,4.0,Backhand,0,0.223
8474593,2,53.0,17.0,Wrist Shot,0,0.065
8474593,2,37.0,5.0,Slap Shot,0,0.057
8476412,2,57.0,-21.0,Wrist Shot,0,0.042
8474593,2,63.0,7.0,Wrist Shot,0,0.087
8474593,2,62.0,15.0,Wrist Shot,0,0.08
8474593,3,41.0,24.0,Wrist Shot,0,0.031
8474593,3,54.0,-36.0,Slap Shot,0,0.03
8474593,3,72.0,13.0,Wrist Shot,0,0.122
8476412,3,68.0,-38.0,Wrist Shot,0,0.028
8476412,3,61.0,-23.0,Wrist Shot,0,0.069
8476412,3,78.0,35.0,Wrist Shot,0,0.027
8474593,3,82.0,2.0,Wrist Shot,0,0.195
8476412,3,80.0,1.0,Backhand,0,0.195
8474593,3,81.0,3.0,Backhand,0,0.203
8474593,3,77.0,4.0,Wrist Shot,0,0.165
8476412,3,80.0,3.0,Wrist Shot,0,0.204
8476412,3,22.0,-6.0,Wrist Shot,0,0.019
8476412,3,33.0,-30.0,Wrist Shot,1,0.02
8474593,3,82.0,3.0,Deflected,0,0.202
8476412,3,74.0,-19.0,Wrist Shot,0,0.076
8474593,3,41.0,-36.0,Wrist Shot,0,0.021
8474593,4,79.0,14.0,Wrist Shot,0,0.231
8474593,4,55.0,-19.0,Wrist Shot,0,0.201
8476412,4,67.0,6.0,Slap Shot,0,0.205
8474593,4,76.0,-3.0,Wrist Shot,1,0.194
8469608,1,-62.0,35.0,Wrist Shot,0,0.014
8469608,1,43.0,-28.0,Slap Shot,0,0.034
8474596,1,75.0,-2.0,Wrist Shot,0,0.164
8474596,1,83.0,10.0,Snap Shot,1,0.198
8474596,1,80.0,-15.0,Wrist Shot,0,0.073
8474596,1,86.0,1.0,Backhand,0,0.41
8469608,1,83.0,1.0,Tip-In,1,0.253
8469608,1,58.0,-29.0,Wrist Shot,0,0.038
8474596,1,86.0,5.0,Wrist Shot,0,0.196
8469608,1,82.0,-13.0,Wrist Shot,0,0.094
8469608,1,32.0,-5.0,Wrist Shot,0,0.024
8474596,1,37.0,-16.0,Wrist Shot,0,0.024
8469608,1,67.0,12.0,Snap Shot,0,0.117
8474596,1,31.0,-30.0,Slap Shot,0,0.024
8474596,2,89.0,-4.0,Wrap-around,0,0.088
8474596,2,34.0,-26.0,Slap Shot,0,0.028
8474596,2,38.0,-36.0,Wrist Shot,0,0.019
8474596,2,78.0,8.0,Snap Shot,0,0.227
8474596,2,89.0,5.0,Wrap-around,0,0.145
8474596,2,32.0,9.0,Wrist Shot,0,0.025
8469608,2,40.0,-6.0,Snap Shot,1,0.045
8469608,2,32.0,-21.0,Wrist Shot,0,0.023
8469608,2,35.0,28.0,Wrist Shot,0,0.022
8469608,2,47.0,-14.0,Snap Shot,0,0.035
8474596,2,62.0,37.0,Wrist Shot,0,0.018
8474596,2,33.0,0.0,Snap Shot,0,0.03
8474596,2,33.0,19.0,Wrist Shot,0,0.025
8469608,2,53.0,25.0,Snap Shot,0,0.086
8469608,2,74.0,10.0,Wrist Shot,0,0.153
8469608,2,68.0,30.0,Slap Shot,0,0.109
8469608,2,55.0,-16.0,Snap Shot,0,0.077
8474596,2,81.0,-4.0,Wrist Shot,0,0.194
8469608,2,73.0,17.0,Snap Shot,1,0.116
8474596,2,67.0,-5.0,Snap Shot,0,0.145
8474596,2,52.0,17.0,Snap Shot,0,0.056
8474596,3,37.0,32.0,Wrist Shot,0,0.016
8474596,3,82.0,-7.0,Wrist Shot,0,0.191
8474596,3,63.0,0.0,Snap Shot,0,0.1
8474596,3,53.0,-13.0,Slap Shot,0,0.07
8469608,3,31.0,-20.0,Slap Shot,0,0.028
8469608,3,78.0,4.0,Backhand,0,0.174
8469608,3,69.0,14.0,Wrist Shot,0,0.101
8469608,3,82.0,0.0,Wrist Shot,0,0.206
8474596,3,68.0,-15.0,Snap Shot,0,0.092
8474596,3,60.0,11.0,Snap Shot,0,0.102
8474596,3,86.0,-3.0,Wrist Shot,0,0.362
8474596,3,8.0,-25.0,Wrist Shot,0,0.02
8474596,3,56.0,-24.0,Snap Shot,1,0.051
8474596,3,59.0,18.0,Snap Shot,0,0.085
8474596,3,84.0,5.0,Wrist Shot,0,0.204
8469608,3,68.0,27.0,Slap Shot,0,0.061
8469608,3,47.0,-3.0,Snap Shot,0,0.056
8469608,3,82.0,3.0,Wrist Shot,0,0.206
8474596,3,71.0,-6.0,Slap Shot,0,0.256
8474596,3,83.0,1.0,Tip-In,0,0.255
8474596,3,75.0,28.0,Snap Shot,0,0.076
8474596,3,28.0,-17.0,Wrist Shot,0,0.024
8479496,1,28.0,0.0,Wrist Shot,0,0.021
8479496,1,83.0,-13.0,Backhand,0,0.1
8476412,1,73.0,14.0,Wrist Shot,0,0.122
8476412,1,30.0,-3.0,Wrist Shot,0,0.023
8479496,1,52.0,-5.0,Wrist Shot,0,0.046
8479496,1,55.0,4.0,Wrist Shot,0,0.073
8479496,1,92.0,-8.0,Wrap-around,1,0.129
8476412,1,35.0,-35.0,Snap Shot,0,0.021
8476412,1,59.0,21.0,Snap Shot,0,0.091
8479496,1,65.0,16.0,Snap Shot,0,0.087
8476412,1,58.0,19.0,Wrist Shot,0,0.055
8479496,1,49.0,-14.0,Slap Shot,0,0.121
8479496,1,34.0,27.0,Slap Shot,0,0.022
8479496,1,51.0,-3.0,Wrist Shot,0,0.047
8476412,1,68.0,-16.0,Wrist Shot,0,0.078
8479496,1,43.0,1.0,Wrist Shot,0,0.03
8479496,1,-6.0,-31.0,Wrist Shot,0,0.017
8476412,1,72.0,-3.0,Wrist Shot,0,0.139
8476412,1,80.0,5.0,Tip-In,0,0.193
8476412,1,-73.0,-29.0,Wrist Shot,0,0.016
8476412,1,65.0,-36.0,Wrist Shot,0,0.029
8479496,1,62.0,18.0,Wrist Shot,0,0.072
8476412,2,52.0,-25.0,Slap Shot,0,0.041
8479496,2,77.0,-7.0,Wrist Shot,0,0.159
8476412,2,49.0,36.0,Slap Shot,0,0.025
8476412,2,29.0,-2.0,Slap Shot,0,0.03
8479496,2,66.0,1.0,Tip-In,0,0.118
8479496,2,40.0,-38.0,Slap Shot,0,0.026
8479496,2,76.0,-17.0,Wrist Shot,0,0.082
8476412,2,57.0,-6.0,Wrist Shot,0,0.072
8479496,2,60.0,19.0,Wrist Shot,0,0.072
8479496,2,68.0,-1.0,Tip-In,0,0.17
8476412,2,-96.0,-14.0,Slap Shot,0,0.024
8479496,2,71.0,20.0,Wrist Shot,0,0.119
8476412,2,78.0,-19.0,Wrist Shot,0,0.065
8476412,2,78.0,0.0,Deflected,0,0.173
8479496,2,61.0,-4.0,Snap Shot,1,0.122
8479496,2,62.0,22.0,Wrist Shot,0,0.072
8476412,2,15.0,-23.0,Slap Shot,0,0.026
8476412,2,71.0,-25.0,Wrist Shot,0,0.054
8476412,2,84.0,19.0,Wrist Shot,0,0.079
8479496,2,82.0,-27.0,Wrist Shot,0,0.031
8479496,3,75.0,-6.0,Snap Shot,0,0.213
8476412,3,30.0,5.0,Wrist Shot,0,0.023
8476412,3,67.0,-39.0,Snap Shot,0,0.025
8479496,3,-97.0,14.0,Slap Shot,0,0.028
8476412,3,-59.0,-2.0,Wrist Shot,0,0.02
8479496,3,37.0,-28.0,Wrist Shot,0,0.021
8479496,3,51.0,-23.0,Snap Shot,0,0.031
8476412,3,67.0,-3.0,Wrist Shot,1,0.129
8476412,3,55.0,-2.0,Wrist Shot,0,0.072
8476412,3,73.0,0.0,Backhand,1,0.162
8476412,3,62.0,11.0,Wrist Shot,0,0.082
8476412,4,71.0,2.0,Tip-In,0,0.153
8476412,4,78.0,0.0,Wrist Shot,0,0.189
8479496,4,79.0,0.0,Backhand,0,0.235
8479496,4,55.0,-9.0,Wrist Shot,1,0.31
8475311,1,64.0,-30.0,Wrist Shot,0,0.034
8476412,1,54.0,31.0,Wrist Shot,0,0.02
8475311,1,79.0,-10.0,Tip-In,0,0.132
8476412,1,74.0,1.0,Tip-In,0,0.165
8475311,1,76.0,-29.0,Wrist Shot,0,0.047
8476412,1,15.0,-4.0,Wrist Shot,0,0.02
8475311,1,72.0,-10.0,Tip-In,0,0.111
8476412,1,39.0,20.0,Wrist Shot,0,0.027
8476412,1,39.0,15.0,Wrist Shot,0,0.027
8476412,1,40.0,-23.0,Wrist Shot,0,0.024
8476412,1,53.0,24.0,Wrist Shot,0,0.038
8476412,1,42.0,-21.0,Wrist Shot,0,0.025
8475311,1,62.0,14.0,Wrist Shot,0,0.086
8475311,1,82.0,-3.0,Backhand,1,0.207
8476412,1,6.0,-31.0,Backhand,0,0.019
8475311,1,42.0,-12.0,Snap Shot,0,0.031
8475311,1,78.0,-2.0,Wrist Shot,0,0.167
8476412,2,57.0,7.0,Wrist Shot,0,0.075
8476412,2,66.0,12.0,Wrist Shot,0,0.085
8475311,2,38.0,-24.0,Slap Shot,0,0.032
8475311,2,42.0,26.0,Wrist Shot,0,0.02
8475311,2,42.0,-26.0,Wrist Shot,0,0.022
8475311,2,63.0,-17.0,Wrist Shot,0,0.08
8475311,2,70.0,-19.0,Wrist Shot,0,0.075
8476412,2,65.0,-3.0,Wrist Shot,1,0.105
8475311,2,75.0,-11.0,Snap Shot,0,0.151
8475311,2,47.0,25.0,Wrist Shot,0,0.022
8475311,2,61.0,-17.0,Snap Shot,0,0.106
8475311,2,47.0,25.0,Wrist Shot,0,0.033
8476412,2,65.0,-28.0,Wrist Shot,0,0.039
8475311,2,66.0,-1.0,Wrist Shot,0,0.116
8475311,2,42.0,-2.0,Slap Shot,0,0.045
8475311,2,42.0,-23.0,Wrist Shot,0,0.024
8475311,2,39.0,1.0,Wrist Shot,0,0.027
8476412,2,63.0,-19.0,Wrist Shot,0,0.07
8475311,2,61.0,-13.0,Backhand,0,0.078
8475311,2,86.0,7.0,Wrist Shot,0,0.148
8476412,2,59.0,-3.0,Snap Shot,0,0.094
8475311,2,59.0,20.0,Wrist Shot,1,0.057
8475311,3,83.0,-9.0,Tip-In,0,0.105
8476412,3,59.0,29.0,Wrist Shot,0,0.032
8475311,3,69.0,15.0,Wrist Shot,0,0.101
8476412,3,75.0,6.0,Tip-In,1,0.172
8475311,3,69.0,-22.0,Wrist Shot,0,0.073
8476412,3,56.0,34.0,Wrist Shot,0,0.02
8475311,3,58.0,-30.0,Slap Shot,0,0.058
8476412,3,62.0,-25.0,Wrist Shot,0,0.046
8476412,3,68.0,-7.0,Wrist Shot,0,0.118
8475311,3,70.0,-27.0,Wrist Shot,0,0.056
8475311,3,57.0,-17.0,Wrist Shot,0,0.053
8475311,3,56.0,26.0,Slap Shot,0,0.064
8476412,4,46.0,2.0,Wrist Shot,0,0.077
8476412,4,70.0,-30.0,Slap Shot,0,0.117
8475311,4,44.0,28.0,Wrist Shot,0,0.023
8475311,4,66.0,17.0,Wrist Shot,0,0.097
8475311,4,61.0,-29.0,Wrist Shot,0,0.082
8475311,4,52.0,-14.0,Wrist Shot,0,0.032
8474596,1,-5.0,37.0,Wrist Shot,0,0.014
8474596,1,49.0,13.0,Snap Shot,0,0.056
8474596,1,82.0,5.0,Wrist Shot,0,0.204
8476914,1,67.0,5.0,Wrist Shot,0,0.114
8476914,1,72.0,-1.0,Wrist Shot,0,0.139
8476914,1,68.0,9.0,Wrist Shot,0,0.113
8474596,1,57.0,4.0,Wrist Shot,0,0.077
8476914,1,71.0,-22.0,Wrist Shot,0,0.07
8474596,1,86.0,-4.0,Backhand,0,0.178
8476914,1,60.0,-22.0,Snap Shot,0,0.063
8474596,1,73.0,-3.0,Wrist Shot,0,0.164
8474596,1,74.0,7.0,Wrist Shot,1,0.139
8474596,1,70.0,-11.0,Wrist Shot,0,0.096
8476914,1,31.0,-4.0,Snap Shot,0,0.026
8476914,1,36.0,5.0,Slap Shot,0,0.038
8474596,1,43.0,25.0,Snap Shot,0,0.026
8474596,1,31.0,-10.0,Wrist Shot,0,0.021
8474596,1,39.0,18.0,Snap Shot,0,0.031
8474596,1,69.0,0.0,Tip-In,0,0.136
8474596,1,79.0,2.0,Snap Shot,0,0.26
8476914,1,-40.0,21.0,Wrist Shot,0,0.02
8474596,1,58.0,-12.0,Wrist Shot,0,0.073
8476914,1,88.0,6.0,Wrap-around,1,0.089
8476914,2,63.0,-3.0,Wrist Shot,0,0.088
8476914,2,80.0,-1.0,Wrist Shot,0,0.204
8474596,2,39.0,26.0,Snap Shot,0,0.022
8474596,2,55.0,3.0,Tip-In,0,0.078
8476914,2,79.0,-16.0,Wrist Shot,0,0.07
8476914,2,52.0,21.0,Snap Shot,0,0.074
8474596,2,36.0,-22.0,Snap Shot,0,0.027
8476914,2,71.0,-17.0,Wrist Shot,0,0.091
8476914,2,43.0,13.0,Snap Shot,0,0.035
8476914,2,50.0,8.0,Wrist Shot,0,0.047
8476914,2,76.0,-6.0,Wrist Shot,1,0.178
8474596,2,34.0,-30.0,Wrist Shot,0,0.02
8476914,2,41.0,-22.0,Snap Shot,0,0.027
8474596,2,47.0,14.0,Wrist Shot,0,0.032
8474596,2,13.0,7.0,Wrist Shot,0,0.02
8474596,2,77.0,2.0,Wrist Shot,0,0.178
8474596,2,73.0,-28.0,Backhand,0,0.05
8474596,2,55.0,-19.0,Wrist Shot,0,0.042
8474596,2,56.0,-22.0,Wrist Shot,0,0.043
8476914,2,37.0,24.0,Slap Shot,0,0.171
8474596,3,15.0,-25.0,Wrist Shot,0,0.018
8476914,3,71.0,4.0,Wrist Shot,0,0.137
8474596,3,68.0,9.0,Deflected,0,0.115
8474596,3,81.0,-5.0,Wrist Shot,1,0.192
8476914,3,12.0,35.0,Wrist Shot,0,0.014
8474596,3,46.0,28.0,Wrist Shot,0,0.016
8474596,3,16.0,34.0,Slap Shot,0,0.019
8474596,3,61.0,3.0,Wrist Shot,0,0.086
8476914,3,13.0,-10.0,Slap Shot,0,0.026
8474596,3,72.0,1.0,Wrist Shot,0,0.148
8476914,3,74.0,-29.0,Slap Shot,0,0.076
8476914,3,62.0,2.0,Wrist Shot,0,0.086
8476914,3,43.0,18.0,Slap Shot,0,0.039
8474596,3,70.0,-2.0,Deflected,0,0.136
8474596,3,39.0,-13.0,Wrist Shot,0,0.025
8474596,3,46.0,-26.0,Snap Shot,0,0.026
8476914,3,41.0,24.0,Slap Shot,0,0.032
8474596,3,86.0,-27.0,Wrist Shot,0,0.03
8474596,4,68.0,-18.0,Backhand,0,0.091
8476914,4,80.0,-6.0,Wrist Shot,0,0.186
8474596,4,50.0,-23.0,Slap Shot,0,0.047
8474596,4,53.0,20.0,Snap Shot,0,0.096
8474596,4,54.0,19.0,Slap Shot,1,0.128
8476434,1,84.0,-8.0,Tip-In,0,0.15
8476434,1,59.0,21.0,Wrist Shot,0,0.057
8476434,1,79.0,1.0,Wrist Shot,0,0.201
8476434,1,83.0,-5.0,Wrist Shot,0,0.195
8476412,1,72.0,2.0,Backhand,0,0.147
8476412,1,82.0,6.0,Tip-In,0,0.186
8476412,1,71.0,-14.0,Wrist Shot,1,0.1
8476412,1,83.0,-2.0,Wrist Shot,1,0.228
8476412,1,78.0,7.0,Deflected,0,0.152
8476434,1,84.0,-8.0,Wrist Shot,0,0.152
8476412,1,18.0,-12.0,Wrist Shot,0,0.019
8476412,1,62.0,16.0,Snap Shot,0,0.093
8476434,1,70.0,27.0,Backhand,0,0.046
8476434,1,38.0,26.0,Slap Shot,0,0.026
8476434,1,37.0,-26.0,Wrist Shot,0,0.021
8476434,1,53.0,-23.0,Wrist Shot,0,0.042
8476412,1,74.0,10.0,Snap Shot,0,0.176
8476434,1,88.0,-8.0,Wrist Shot,0,0.123
8476434,1,41.0,-33.0,Wrist Shot,0,0.019
8476412,1,70.0,-4.0,Tip-In,0,0.178
8476412,1,82.0,-5.0,Tip-In,0,0.214
8476412,2,56.0,22.0,Wrist Shot,0,0.069
8476412,2,80.0,6.0,Tip-In,0,0.181
8476434,2,54.0,22.0,Wrist Shot,0,0.046
8476434,2,40.0,12.0,Wrist Shot,0,0.027
8476434,2,80.0,-2.0,Wrist Shot,0,0.204
8476434,2,74.0,-2.0,Tip-In,0,0.163
8476434,2,58.0,23.0,Wrist Shot,1,0.046
8476434,2,60.0,-21.0,Backhand,0,0.057
8476434,2,79.0,-2.0,Tip-In,0,0.176
8476434,2,51.0,16.0,Slap Shot,0,0.075
8476434,2,86.0,8.0,Backhand,0,0.151
8476412,2,60.0,-28.0,Wrist Shot,0,0.034
8476412,2,75.0,0.0,Backhand,1,0.155
8476434,2,73.0,10.0,Wrist Shot,0,0.161
8476412,2,-56.0,31.0,Wrist Shot,0,0.014
8476434,2,76.0,0.0,Tip-In,0,0.163
8476412,2,43.0,-1.0,Wrist Shot,0,0.044
8476412,2,45.0,-26.0,Slap Shot,0,0.049
8476412,2,78.0,0.0,Tip-In,0,0.195
8476434,2,41.0,20.0,Slap Shot,0,0.038
8476434,2,56.0,-22.0,Wrist Shot,0,0.056
8476434,2,92.0,-12.0,Deflected,0,0.088
8476434,2,44.0,-12.0,Wrist Shot,0,0.028
8476412,2,-2.0,-2.0,Tip-In,0,0.023
8476412,2,54.0,-23.0,Wrist Shot,0,0.034
8476434,3,57.0,-27.0,Slap Shot,0,0.116
8476434,3,54.0,-19.0,Slap Shot,0,0.096
8476434,3,49.0,27.0,Wrist Shot,0,0.019
8476434,3,41.0,-9.0,Wrist Shot,0,0.026
8476434,3,62.0,-19.0,Slap Shot,0,0.105
8476434,3,12.0,29.0,Wrist Shot,0,0.014
8476412,3,34.0,25.0,Wrist Shot,0,0.021
8476412,3,47.0,1.0,Wrist Shot,0,0.047
8476434,3,71.0,-22.0,Slap Shot,0,0.113
8476434,3,41.0,30.0,Wrist Shot,0,0.017
8476434,3,84.0,-17.0,Wrist Shot,0,0.054
8476412,3,52.0,24.0,Wrist Shot,0,0.032
8476434,3,68.0,4.0,Wrist Shot,0,0.16
8476412,3,80.0,-9.0,Wrist Shot,0,0.131
8476434,3,58.0,33.0,Wrist Shot,0,0.076
8476434,3,38.0,24.0,Slap Shot,0,0.047
8476412,1,50.0,-21.0,Wrist Shot,0,0.029
8476412,1,49.0,-27.0,Wrist Shot,0,0.024
8479496,1,83.0,-8.0,Snap Shot,0,0.18
8479496,1,64.0,1.0,Wrist Shot,0,0.105
8479496,1,45.0,37.0,Wrist Shot,0,0.017
8479496,1,30.0,35.0,Slap Shot,0,0.019
8479496,1,51.0,-11.0,Wrist Shot,0,0.055
8476412,1,32.0,4.0,Wrist Shot,0,0.025
8476412,1,29.0,-35.0,Deflected,0,0.017
8479496,1,80.0,-3.0,Backhand,0,0.202
8479496,1,75.0,-6.0,Snap Shot,0,0.212
8476412,1,69.0,32.0,Wrist Shot,0,0.028
8476412,1,74.0,2.0,Backhand,0,0.164
8476412,1,82.0,16.0,Backhand,0,0.085
8479496,1,49.0,-16.0,Wrist Shot,0,0.042
8479496,1,61.0,0.0,Backhand,0,0.104
8476412,1,57.0,22.0,Snap Shot,0,0.057
8479496,1,46.0,-27.0,Wrist Shot,0,0.022
8479496,1,49.0,14.0,Snap Shot,0,0.056
8476412,1,30.0,29.0,Slap Shot,0,0.019
8479496,1,49.0,6.0,Slap Shot,1,0.255
8476412,1,83.0,-6.0,Backhand,0,0.23
8476412,1,68.0,-22.0,Wrist Shot,0,0.07
8479496,1,72.0,0.0,Backhand,0,0.146
8476412,1,30.0,12.0,Slap Shot,0,0.031
8476412,1,41.0,12.0,Wrist Shot,0,0.027
8476412,1,30.0,28.0,Wrist Shot,0,0.014
8476412,1,63.0,-14.0,Wrist Shot,0,0.077
8476412,1,31.0,32.0,Wrist Shot,0,0.014
8479496,2,56.0,20.0,Wrist Shot,0,0.061
8476412,2,51.0,-8.0,Wrist Shot,0,0.045
8476412,2,30.0,-35.0,Slap Shot,0,0.022
8479496,2,48.0,19.0,Snap Shot,0,0.049
8479496,2,32.0,-16.0,Wrist Shot,0,0.023
8479496,2,65.0,20.0,Backhand,0,0.084
8476412,2,30.0,-31.0,Slap Shot,0,0.024
8476412,2,33.0,-26.0,Slap Shot,0,0.028
8476412,2,37.0,-20.0,Slap Shot,0,0.032
8479496,2,75.0,2.0,Wrist Shot,1,0.165
8476412,2,54.0,-16.0,Snap Shot,0,0.053
8476412,2,57.0,19.0,Snap Shot,0,0.068
8479496,2,58.0,-12.0,Wrist Shot,0,0.072
8479496,2,65.0,9.0,Snap Shot,0,0.102
8479496,2,68.0,32.0,Wrist Shot,0,0.027
8479496,2,56.0,-20.0,Slap Shot,1,0.177
8476412,2,57.0,-13.0,Snap Shot,0,0.079
8476412,2,28.0,-23.0,Slap Shot,0,0.026
8476412,2,34.0,-27.0,Slap Shot,0,0.028
8476412,2,82.0,7.0,Backhand,0,0.184
8476412,2,66.0,-23.0,Wrist Shot,0,0.094
8476412,2,81.0,3.0,Tip-In,0,0.226
8479496,2,55.0,3.0,Snap Shot,0,0.081
8476412,2,60.0,-25.0,Wrist Shot,0,0.041
8479496,2,53.0,1.0,Wrist Shot,0,0.057
8476412,2,76.0,-4.0,Backhand,0,0.151
8476412,2,65.0,-15.0,Snap Shot,0,0.121
8476412,2,42.0,12.0,Wrist Shot,0,0.027
8476412,3,47.0,40.0,Slap Shot,0,0.023
8479496,3,70.0,-1.0,Slap Shot,1,0.348
8476412,3,81.0,9.0,Wrist Shot,0,0.157
8476412,3,50.0,14.0,Slap Shot,0,0.075
8479496,3,70.0,-3.0,Snap Shot,0,0.184
8479496,3,37.0,-1.0,Wrist Shot,0,0.027
8476412,3,42.0,-2.0,Wrist Shot,0,0.029
8479496,3,49.0,2.0,Wrist Shot,1,0.047
8479496,3,67.0,-18.0,Snap Shot,0,0.09
8479496,3,80.0,-5.0,Tip-In,0,0.167
8476412,3,91.0,-8.0,Deflected,0,0.151
8476412,3,31.0,-9.0,Wrist Shot,0,0.031
8476412,3,72.0,3.0,Snap Shot,0,0.224
8479496,3,31.0,29.0,Slap Shot,0,0.021
8471750,1,63.0,14.0,Wrist Shot,0,0.081
8471750,1,-91.0,-14.0,Wrist Shot,0,0.019
8471750,1,56.0,-28.0,Wrist Shot,0,0.037
8471750,1,39.0,31.0,Wrist Shot,0,0.017
8474596,1,63.0,17.0,Backhand,0,0.084
8474596,1,68.0,-21.0,Deflected,0,0.076
8474596,1,76.0,14.0,Snap Shot,0,0.172
8471750,1,74.0,-3.0,Deflected,0,0.166
8474596,1,63.0,0.0,Wrist Shot,0,0.086
8471750,1,-71.0,-7.0,Wrist Shot,0,0.02
8471750,1,41.0,-1.0,Wrist Shot,1,0.029
8471750,1,52.0,-27.0,Wrist Shot,0,0.024
8474596,1,76.0,0.0,Deflected,0,0.163
8471750,1,63.0,-31.0,Wrist Shot,0,0.034
8471750,1,84.0,-16.0,Backhand,0,0.063
